transaction_id,account_id,amount,type,category,transaction_date
10659,877,36289,debit,salary,2024-10-23
10660,541,46302,credit,atm,2024-08-17
10661,19,18562,debit,atm,2024-07-06
10662,815,38971,credit,salary,2024-07-18
10663,392,20634,debit,transfer,2024-07-18
10664,791,35068,debit,atm,2024-10-03
10665,629,21035,credit,salary,2024-02-09
10666,618,41095,debit,salary,2024-12-14
10667,419,9109,debit,food,2024-11-30
10668,991,47089,credit,shopping,2024-03-18
10669,309,46976,debit,food,2024-04-11
10670,739,2046,credit,shopping,2024-08-06
10671,864,36824,debit,shopping,2024-06-16
10672,186,45411,debit,food,2024-09-01
10673,261,40583,debit,transfer,2024-06-18
10674,528,3425,credit,salary,2024-12-25
10675,273,8799,debit,atm,2024-09-06
10676,160,3845,debit,salary,2024-05-18
10677,870,45176,debit,food,2024-03-17
10678,762,44937,credit,transfer,2024-02-04
10679,224,30894,credit,atm,2024-12-06
10680,256,24644,credit,atm,2024-10-19
10681,180,21298,credit,transfer,2024-05-19
10682,20,13589,debit,atm,2024-11-14
10683,624,46216,credit,atm,2024-04-17
10684,632,22574,debit,transfer,2024-09-22
10685,706,18520,credit,food,2024-11-09
10686,468,2777,debit,food,2024-04-12
10687,623,34612,debit,atm,2024-01-03
10688,210,11275,debit,food,2024-07-15
10689,513,43418,credit,food,2024-11-06
10690,58,42291,credit,atm,2024-10-27
10691,93,1277,debit,atm,2024-06-17
10692,221,861,debit,food,2024-12-17
10693,723,37646,credit,shopping,2024-06-18
10694,940,6558,debit,transfer,2024-02-02
10695,232,20210,debit,food,2024-11-21
10696,774,42603,credit,food,2024-01-06
10697,364,28353,credit,shopping,2024-06-02
10698,615,18417,debit,salary,2024-02-17
10699,562,28533,debit,salary,2024-08-11
10700,374,7279,debit,transfer,2024-11-08
10701,622,14949,debit,atm,2024-03-09
10702,456,4544,debit,food,2024-06-22
10703,88,3064,credit,shopping,2024-02-10
10704,20,42090,debit,atm,2024-04-16
10705,14,12911,debit,atm,2024-01-16
10706,133,10167,debit,salary,2024-06-28
10707,937,40092,debit,food,2024-09-24
10708,808,10572,debit,transfer,2024-09-27
10709,34,15226,credit,shopping,2024-07-31
10710,892,3201,debit,food,2024-12-22
10711,208,27090,credit,atm,2024-01-21
10712,813,36765,debit,atm,2024-07-27
10713,199,3778,debit,transfer,2024-10-15
10714,592,34711,debit,salary,2024-10-15
10715,583,30829,debit,transfer,2024-08-31
10716,155,29135,debit,transfer,2024-06-04
10717,590,16058,debit,food,2024-03-30
10718,78,24350,debit,salary,2024-10-23
10719,172,7183,debit,atm,2024-03-03
10720,289,21856,debit,salary,2024-02-08
10721,545,1566,debit,food,2024-05-27
10722,812,49987,debit,food,2024-11-28
10723,788,439,debit,transfer,2024-06-14
10724,879,44647,debit,food,2024-01-23
10725,420,21203,debit,salary,2024-09-18
10726,7,17188,debit,transfer,2024-08-03
10727,160,3824,credit,transfer,2024-04-07
10728,240,41057,debit,transfer,2024-01-07
10729,963,21743,debit,salary,2024-11-02
10730,423,26144,credit,transfer,2024-09-26
10731,989,10434,debit,shopping,2024-08-15
10732,536,33420,debit,shopping,2024-01-16
10733,726,36359,credit,salary,2024-08-25
10734,70,889,debit,atm,2024-05-30
10735,880,34041,debit,atm,2024-09-30
10736,216,652,credit,transfer,2024-08-08
10737,104,19906,debit,salary,2024-03-08
10738,727,37079,debit,transfer,2024-10-07
10739,54,8923,debit,transfer,2024-02-02
10740,806,32080,credit,shopping,2024-02-20
10741,330,49521,debit,food,2024-10-05
10742,848,960,credit,salary,2024-11-01
10743,203,390,debit,food,2024-05-28
10744,288,42517,debit,shopping,2024-03-03
10745,45,14444,debit,food,2024-05-01
10746,829,5970,debit,shopping,2024-01-27
10747,198,33497,credit,atm,2024-07-27
10748,216,39875,debit,shopping,2024-06-02
10749,481,16286,debit,salary,2024-10-01
10750,309,38811,debit,atm,2024-08-12
10751,896,49726,credit,transfer,2024-02-27
10752,435,32365,debit,salary,2024-09-07
10753,332,21116,debit,salary,2024-08-27
10754,696,4180,credit,salary,2024-09-19
10755,27,13072,debit,food,2024-08-18
10756,166,1860,debit,food,2024-03-06
10757,318,11374,credit,transfer,2024-07-27
10758,274,37576,debit,food,2024-02-15
10759,383,23404,credit,salary,2024-12-10
10760,365,12266,debit,shopping,2024-07-21
10761,103,3498,debit,transfer,2024-02-13
10762,960,30725,debit,transfer,2024-05-16
10763,503,47798,debit,salary,2024-03-11
10764,845,10615,debit,atm,2024-09-23
10765,373,14805,debit,food,2024-04-24
10766,616,36429,debit,atm,2024-02-25
10767,926,10707,debit,salary,2024-05-11
10768,245,30106,debit,atm,2024-10-19
10769,817,13118,debit,salary,2024-12-11
10770,169,9916,debit,food,2024-10-16
10771,628,20594,debit,food,2024-12-01
10772,653,21337,credit,transfer,2024-04-14
10773,418,6931,debit,atm,2024-02-16
10774,356,41063,credit,atm,2024-01-30
10775,478,30641,debit,atm,2024-04-27
10776,125,3547,debit,atm,2024-02-15
10777,537,46548,debit,shopping,2024-12-01
10778,706,5684,debit,transfer,2024-03-10
10779,896,27256,credit,transfer,2024-02-02
10780,612,36659,debit,shopping,2024-02-19
10781,402,21565,debit,atm,2024-09-27
10782,517,42220,debit,shopping,2024-10-02
10783,531,17317,credit,atm,2024-03-28
10784,682,47566,debit,shopping,2024-02-09
10785,786,10290,debit,transfer,2024-02-01
10786,254,5435,credit,shopping,2024-04-06
10787,121,6360,credit,salary,2024-04-21
10788,32,25878,debit,atm,2024-08-25
10789,661,15705,debit,shopping,2024-01-12
10790,778,18659,debit,atm,2024-09-27
10791,37,42441,debit,food,2024-07-05
10792,689,20657,debit,atm,2024-07-06
10793,342,35656,credit,shopping,2024-03-12
10794,13,43881,debit,atm,2024-09-16
10795,183,45237,credit,salary,2024-01-27
10796,657,25017,debit,salary,2024-04-10
10797,265,26037,credit,shopping,2024-06-29
10798,88,31638,debit,shopping,2024-02-08
10799,940,6821,credit,atm,2024-10-01
10800,462,20675,debit,transfer,2024-04-26
10801,46,7412,debit,salary,2024-01-14
10802,392,47780,debit,salary,2024-11-22
10803,119,4716,credit,food,2024-08-03
10804,933,33863,debit,food,2024-05-04
10805,531,33224,credit,transfer,2024-10-07
10806,447,24861,debit,salary,2024-03-29
10807,732,1793,credit,shopping,2024-11-01
10808,942,2690,credit,salary,2024-04-20
10809,745,30970,debit,shopping,2024-03-19
10810,606,9634,debit,shopping,2024-06-18
10811,967,8021,debit,transfer,2024-11-18
10812,763,1791,debit,salary,2024-12-21
10813,762,42142,debit,atm,2024-01-22
10814,794,3004,debit,salary,2024-06-04
10815,744,44255,debit,salary,2024-12-17
10816,46,44477,debit,food,2024-12-24
10817,886,39805,debit,transfer,2024-08-04
10818,508,31056,debit,atm,2024-01-01
10819,558,18864,debit,atm,2024-09-17
10820,971,8308,credit,atm,2024-04-21
10821,526,15883,debit,shopping,2024-04-08
10822,597,8615,debit,transfer,2024-03-15
10823,831,2170,debit,food,2024-05-22
10824,840,17414,debit,shopping,2024-08-17
10825,3,45614,debit,atm,2024-03-14
10826,28,13871,debit,shopping,2024-02-02
10827,381,31340,debit,shopping,2024-07-06
10828,157,45712,debit,atm,2024-04-15
10829,855,17928,debit,atm,2024-02-15
10830,914,45096,debit,food,2024-10-09
10831,931,25078,credit,transfer,2024-12-28
10832,511,21036,debit,salary,2024-01-28
10833,333,26182,debit,salary,2024-04-16
10834,844,18005,debit,salary,2024-02-03
10835,687,3198,credit,food,2024-04-05
10836,114,27120,debit,shopping,2024-05-06
10837,389,19052,debit,atm,2024-02-26
10838,487,11085,debit,transfer,2024-05-03
10839,843,8383,credit,salary,2024-05-29
10840,250,46423,debit,transfer,2024-09-07
10841,571,37808,debit,transfer,2024-01-27
10842,715,4862,debit,atm,2024-07-20
10843,315,34621,debit,food,2024-05-02
10844,239,5154,debit,atm,2024-03-29
10845,234,13376,debit,food,2024-02-29
10846,303,5881,credit,shopping,2024-11-26
10847,607,16571,debit,transfer,2024-03-12
10848,991,18125,credit,salary,2024-10-19
10849,653,35830,debit,transfer,2024-04-19
10850,334,5513,debit,atm,2024-05-05
10851,113,7520,debit,food,2024-02-17
10852,621,41610,debit,shopping,2024-09-08
10853,362,43506,credit,shopping,2024-09-25
10854,857,39778,debit,food,2024-08-18
10855,801,26627,credit,food,2024-11-10
10856,97,43350,debit,food,2024-01-15
10857,958,12129,debit,shopping,2024-01-24
10858,847,41683,debit,transfer,2024-11-26
10859,16,36625,credit,transfer,2024-09-20
10860,556,37664,debit,shopping,2024-04-15
10861,954,36160,credit,salary,2024-04-28
10862,376,3932,credit,atm,2024-12-23
10863,742,2711,debit,shopping,2024-06-18
10864,390,8453,credit,salary,2024-04-24
10865,620,43142,debit,atm,2024-05-14
10866,217,27689,credit,transfer,2024-05-31
10867,399,41096,credit,food,2024-10-09
10868,260,25521,debit,atm,2024-05-06
10869,824,11168,debit,food,2024-12-30
10870,320,3446,credit,salary,2024-01-03
10871,196,36922,debit,shopping,2024-02-17
10872,478,48860,debit,shopping,2024-08-17
10873,418,4300,debit,food,2024-10-30
10874,475,47359,debit,atm,2024-06-25
10875,607,8627,credit,atm,2024-10-11
10876,568,47113,debit,salary,2024-07-20
10877,544,10635,credit,shopping,2024-01-17
10878,231,18044,debit,food,2024-08-21
10879,884,40390,debit,transfer,2024-01-07
10880,521,46041,debit,shopping,2024-06-19
10881,703,4264,credit,shopping,2024-10-17
10882,873,30122,debit,salary,2024-06-16
10883,200,12538,debit,shopping,2024-07-13
10884,846,23204,credit,salary,2024-07-23
10885,673,4952,credit,salary,2024-05-13
10886,599,6813,credit,transfer,2024-09-14
10887,21,3283,credit,atm,2024-02-08
10888,311,31454,credit,shopping,2024-04-11
10889,588,8132,credit,salary,2024-02-02
10890,953,14375,debit,salary,2024-12-27
10891,898,18893,debit,atm,2024-05-30
10892,653,37166,debit,atm,2024-02-02
10893,638,19018,credit,salary,2024-03-29
10894,763,5699,debit,shopping,2024-03-18
10895,900,32871,credit,shopping,2024-01-30
10896,596,13540,debit,shopping,2024-09-21
10897,434,11389,credit,atm,2024-12-15
10898,371,43908,debit,shopping,2024-05-05
10899,560,46132,credit,shopping,2024-03-11
10900,891,49278,debit,shopping,2024-03-02
10901,78,5261,credit,atm,2024-07-18
10902,542,1064,debit,food,2024-11-22
10903,285,16042,debit,food,2024-08-21
10904,648,49323,debit,shopping,2024-08-06
10905,140,38469,debit,food,2024-06-01
10906,553,14284,debit,shopping,2024-06-23
10907,998,3047,credit,atm,2024-11-02
10908,282,43375,debit,shopping,2024-10-10
10909,562,44957,debit,transfer,2024-12-19
10910,258,6338,debit,salary,2024-07-20
10911,823,13256,debit,atm,2024-05-04
10912,360,2511,credit,transfer,2024-07-07
10913,440,15774,debit,transfer,2024-12-23
10914,270,8408,credit,salary,2024-11-18
10915,134,43271,credit,transfer,2024-07-22
10916,746,3024,credit,salary,2024-07-08
10917,640,35705,debit,shopping,2024-06-02
10918,104,676,credit,atm,2024-08-20
10919,766,14741,debit,atm,2024-08-20
10920,95,9063,debit,atm,2024-09-18
10921,849,24391,debit,salary,2024-03-07
10922,729,41259,debit,salary,2024-08-06
10923,573,32828,credit,transfer,2024-09-26
10924,480,41239,debit,atm,2024-04-22
10925,780,18889,credit,transfer,2024-11-01
10926,241,39751,debit,shopping,2024-03-15
10927,13,27999,credit,transfer,2024-08-31
10928,147,15758,debit,atm,2024-08-30
10929,940,39007,credit,salary,2024-05-24
10930,752,14284,credit,transfer,2024-07-01
10931,601,31847,debit,transfer,2024-07-06
10932,95,13065,debit,salary,2024-06-22
10933,827,10593,credit,salary,2024-03-02
10934,293,26278,debit,atm,2024-08-31
10935,25,33987,debit,shopping,2024-05-23
10936,272,2314,credit,atm,2024-08-22
10937,505,8100,debit,transfer,2024-10-30
10938,166,8165,debit,atm,2024-02-23
10939,939,42971,debit,atm,2024-06-09
10940,762,1185,debit,salary,2024-07-17
10941,87,49425,debit,shopping,2024-11-23
10942,654,46432,credit,shopping,2024-04-26
10943,646,3632,credit,atm,2024-05-02
10944,985,17722,debit,salary,2024-01-30
10945,791,4934,debit,salary,2024-01-07
10946,638,20297,debit,transfer,2024-11-12
10947,828,12108,credit,food,2024-05-21
10948,491,13062,debit,transfer,2024-07-07
10949,908,47329,credit,transfer,2024-11-15
10950,141,47456,debit,transfer,2024-02-24
10951,868,8112,debit,food,2024-11-18
10952,103,20266,debit,salary,2024-03-30
10953,226,18728,debit,salary,2024-11-09
10954,902,9949,debit,shopping,2024-06-10
10955,575,41472,credit,shopping,2024-04-03
10956,294,13867,credit,atm,2024-09-11
10957,896,15211,credit,atm,2024-06-05
10958,306,40089,debit,atm,2024-06-13
10959,254,40682,debit,shopping,2024-08-23
10960,180,44470,debit,shopping,2024-12-10
10961,40,45152,debit,transfer,2024-03-08
10962,776,48378,debit,salary,2024-11-13
10963,701,33991,debit,shopping,2024-09-07
10964,520,45389,credit,food,2024-01-01
10965,616,21665,debit,transfer,2024-07-18
10966,737,35111,credit,food,2024-04-26
10967,546,2689,credit,food,2024-02-26
10968,236,42838,debit,salary,2024-11-08
10969,463,47498,credit,food,2024-11-17
10970,228,44582,debit,food,2024-12-02
10971,700,9849,debit,food,2024-11-12
10972,825,22783,debit,food,2024-11-03
10973,483,4601,debit,transfer,2024-12-28
10974,430,23523,debit,transfer,2024-02-18
10975,22,19257,debit,salary,2024-01-23
10976,343,19269,credit,salary,2024-07-31
10977,40,23424,credit,food,2024-08-08
10978,173,1806,debit,atm,2024-11-20
10979,439,28319,debit,food,2024-12-17
10980,179,41434,debit,food,2024-05-28
10981,598,1712,debit,salary,2024-07-04
10982,133,16938,debit,shopping,2024-09-21
10983,351,37165,debit,salary,2024-07-17
10984,525,30527,debit,transfer,2024-03-22
10985,540,15646,debit,salary,2024-03-19
10986,506,48835,debit,shopping,2024-08-04
10987,84,9145,debit,food,2024-06-24
10988,993,25399,debit,shopping,2024-12-01
10989,464,1491,credit,salary,2024-07-30
10990,830,43447,credit,atm,2024-02-06
10991,861,41321,debit,transfer,2024-04-24
10992,343,40876,debit,shopping,2024-01-05
10993,280,32767,debit,salary,2024-08-27
10994,866,16048,debit,food,2024-01-07
10995,263,25218,credit,salary,2024-10-24
10996,166,38293,debit,food,2024-11-11
10997,293,14257,credit,atm,2024-09-16
10998,509,17121,debit,transfer,2024-08-24
10999,580,8456,credit,shopping,2024-11-28
11000,226,35673,debit,salary,2024-04-08
11001,170,48315,debit,salary,2024-12-28
11002,598,1323,debit,shopping,2024-04-25
11003,645,36210,credit,food,2024-05-04
11004,448,24726,debit,transfer,2024-04-19
11005,690,49740,debit,atm,2024-07-21
11006,855,31017,credit,shopping,2024-09-25
11007,502,21626,debit,transfer,2024-10-13
11008,764,8956,debit,salary,2024-10-24
11009,527,38929,credit,transfer,2024-03-10
11010,735,13632,debit,atm,2024-05-18
11011,379,20845,debit,transfer,2024-05-28
11012,201,20436,debit,salary,2024-06-02
11013,619,30896,debit,atm,2024-01-15
11014,250,27267,debit,atm,2024-12-03
11015,949,980,debit,atm,2024-04-14
11016,409,16918,debit,salary,2024-10-10
11017,601,38992,debit,food,2024-06-05
11018,125,24588,credit,salary,2024-08-26
11019,113,38052,credit,food,2024-11-03
11020,981,18468,credit,food,2024-04-19
11021,137,29128,debit,salary,2024-07-08
11022,759,13323,credit,transfer,2024-02-25
11023,496,31495,debit,salary,2024-09-14
11024,678,30361,debit,atm,2024-03-22
11025,150,10084,debit,transfer,2024-07-11
11026,875,2898,credit,shopping,2024-11-14
11027,343,7703,debit,shopping,2024-02-29
11028,945,46151,debit,shopping,2024-12-30
11029,580,11804,credit,atm,2024-12-30
11030,733,46188,credit,atm,2024-10-10
11031,783,34361,debit,food,2024-02-13
11032,321,15807,debit,atm,2024-10-16
11033,822,18109,debit,food,2024-06-15
11034,926,18331,debit,shopping,2024-09-16
11035,861,3346,credit,salary,2024-08-22
11036,532,29925,credit,salary,2024-06-04
11037,289,16025,debit,atm,2024-10-21
11038,489,1416,debit,shopping,2024-07-11
11039,492,18434,debit,shopping,2024-06-21
11040,612,31172,debit,food,2024-11-23
11041,252,49475,debit,food,2024-11-12
11042,982,2126,debit,shopping,2024-11-11
11043,77,1647,debit,atm,2024-02-20
11044,647,15389,debit,atm,2024-04-21
11045,392,36646,credit,shopping,2024-02-14
11046,412,48986,debit,salary,2024-10-13
11047,173,39379,debit,salary,2024-05-14
11048,875,22269,debit,food,2024-11-02
11049,201,40625,debit,shopping,2024-07-12
11050,217,20207,credit,salary,2024-10-23
11051,376,34391,debit,atm,2024-04-26
11052,720,27379,credit,transfer,2024-03-08
11053,586,18456,debit,transfer,2024-09-22
11054,11,45588,debit,shopping,2024-04-08
11055,799,30143,debit,food,2024-11-16
11056,768,46442,credit,transfer,2024-09-15
11057,12,30066,credit,atm,2024-03-21
11058,892,12895,debit,atm,2024-10-24
11059,991,17100,debit,atm,2024-03-12
11060,590,20999,debit,transfer,2024-01-30
11061,435,21675,credit,salary,2024-11-23
11062,684,22258,debit,atm,2024-08-08
11063,608,48730,debit,food,2024-09-06
11064,818,19105,credit,shopping,2024-08-30
11065,373,45301,debit,shopping,2024-01-24
11066,273,18577,credit,shopping,2024-11-24
11067,931,19660,credit,salary,2024-12-05
11068,897,25808,credit,shopping,2024-10-19
11069,925,40352,credit,shopping,2024-10-01
11070,691,45276,debit,transfer,2024-09-17
11071,576,20054,debit,salary,2024-08-03
11072,509,30735,debit,salary,2024-02-21
11073,132,18630,credit,transfer,2024-05-15
11074,855,805,debit,food,2024-08-25
11075,924,46393,debit,shopping,2024-01-04
11076,784,36680,credit,food,2024-08-23
11077,319,27146,credit,transfer,2024-12-23
11078,844,44520,debit,transfer,2024-07-18
11079,949,20252,debit,transfer,2024-03-13
11080,853,31955,debit,transfer,2024-02-10
11081,621,2419,debit,atm,2024-09-03
11082,785,8263,debit,transfer,2024-01-31
11083,168,21705,debit,food,2024-04-04
11084,397,309,debit,transfer,2024-02-29
11085,180,4934,debit,food,2024-10-22
11086,58,31612,debit,transfer,2024-01-25
11087,480,12546,credit,transfer,2024-07-15
11088,933,4062,debit,atm,2024-11-12
11089,591,13128,debit,transfer,2024-11-22
11090,460,22003,debit,shopping,2024-03-04
11091,61,11817,credit,atm,2024-12-27
11092,369,37662,credit,atm,2024-11-30
11093,121,30645,debit,shopping,2024-06-25
11094,719,49097,credit,atm,2024-10-27
11095,546,35312,debit,transfer,2024-07-08
11096,582,43643,debit,shopping,2024-02-21
11097,17,41200,debit,transfer,2024-01-31
11098,496,35475,debit,atm,2024-07-02
11099,497,20420,debit,salary,2024-04-26
11100,505,19401,debit,shopping,2024-03-13
11101,532,18281,debit,food,2024-05-26
11102,969,9268,debit,atm,2024-05-03
11103,315,2673,debit,salary,2024-11-21
11104,69,19073,debit,atm,2024-06-30
11105,727,36151,debit,transfer,2024-04-09
11106,161,42859,credit,transfer,2024-11-13
11107,614,20901,credit,transfer,2024-06-26
11108,888,28744,debit,salary,2024-06-14
11109,718,27623,debit,transfer,2024-01-10
11110,145,33581,debit,atm,2024-06-11
11111,569,18907,credit,atm,2024-02-15
11112,595,1990,debit,atm,2024-10-06
11113,993,20051,debit,shopping,2024-04-07
11114,385,5475,debit,atm,2024-04-24
11115,269,31405,debit,transfer,2024-11-24
11116,923,15679,credit,shopping,2024-12-19
11117,454,9970,debit,shopping,2024-07-25
11118,699,18631,credit,shopping,2024-03-31
11119,518,9209,credit,shopping,2024-12-12
11120,865,26942,credit,salary,2024-05-06
11121,350,10816,credit,atm,2024-08-24
11122,110,18290,debit,salary,2024-01-27
11123,483,48685,debit,food,2024-01-26
11124,407,36919,debit,salary,2024-06-20
11125,650,32533,debit,shopping,2024-05-24
11126,51,41619,debit,atm,2024-06-02
11127,403,25304,debit,atm,2024-12-23
11128,563,46508,debit,transfer,2024-11-07
11129,476,42971,debit,salary,2024-08-09
11130,87,36630,debit,atm,2024-03-22
11131,68,44611,credit,food,2024-08-07
11132,596,26484,credit,food,2024-08-19
11133,979,10187,credit,salary,2024-05-23
11134,42,12222,debit,transfer,2024-09-14
11135,731,30998,debit,food,2024-11-24
11136,57,15941,debit,transfer,2024-07-09
11137,738,25682,debit,salary,2024-11-15
11138,196,10142,debit,atm,2024-03-05
11139,760,26605,credit,transfer,2024-06-03
11140,678,23394,debit,food,2024-09-02
11141,62,6273,debit,transfer,2024-05-16
11142,263,18616,credit,atm,2024-12-12
11143,112,7032,credit,atm,2024-06-15
11144,765,18009,credit,food,2024-06-11
11145,711,30341,debit,transfer,2024-06-09
11146,178,16812,credit,transfer,2024-11-29
11147,948,2757,debit,shopping,2024-01-01
11148,26,29205,debit,food,2024-06-26
11149,410,41647,debit,transfer,2024-11-22
11150,758,30482,debit,salary,2024-12-24
11151,531,22456,credit,shopping,2024-08-31
11152,777,19689,credit,food,2024-06-28
11153,317,39701,debit,atm,2024-10-16
11154,532,24016,debit,food,2024-08-25
11155,106,40775,debit,salary,2024-04-26
11156,749,34466,debit,salary,2024-12-13
11157,818,3951,debit,atm,2024-01-07
11158,464,27148,debit,atm,2024-06-22
11159,246,7682,debit,atm,2024-04-25
11160,81,43877,credit,shopping,2024-09-11
11161,662,40691,debit,salary,2024-03-19
11162,909,4707,credit,atm,2024-01-24
11163,396,5607,debit,salary,2024-03-31
11164,522,6034,debit,shopping,2024-02-08
11165,833,42071,credit,shopping,2024-07-13
11166,736,22052,debit,salary,2024-11-25
11167,926,4759,credit,atm,2024-07-22
11168,264,4498,credit,food,2024-06-17
11169,661,6342,debit,transfer,2024-06-05
11170,790,28720,debit,salary,2024-07-18
11171,274,26005,credit,shopping,2024-09-29
11172,706,10896,debit,atm,2024-09-27
11173,944,47245,debit,transfer,2024-01-04
11174,172,39479,credit,salary,2024-05-28
11175,265,47643,debit,food,2024-03-11
11176,963,39580,debit,food,2024-02-15
11177,822,37375,debit,shopping,2024-07-30
11178,26,14037,debit,shopping,2024-05-14
11179,469,31631,debit,shopping,2024-04-19
11180,862,19669,debit,salary,2024-07-16
11181,476,12443,debit,food,2024-04-09
11182,356,46903,debit,food,2024-02-21
11183,26,11633,credit,shopping,2024-01-03
11184,34,49447,debit,shopping,2024-04-18
11185,264,31232,credit,atm,2024-06-07
11186,138,31456,debit,food,2024-12-09
11187,816,15538,credit,shopping,2024-03-03
11188,695,26466,debit,shopping,2024-05-31
11189,875,14068,debit,shopping,2024-06-24
11190,754,17590,credit,atm,2024-04-09
11191,566,19273,debit,food,2024-10-17
11192,462,10476,credit,food,2024-01-25
11193,168,25214,debit,food,2024-07-02
11194,631,21268,credit,atm,2024-12-24
11195,655,818,debit,salary,2024-09-03
11196,81,39944,debit,atm,2024-01-21
11197,757,36863,debit,transfer,2024-05-22
11198,914,405,debit,atm,2024-08-13
11199,864,21914,debit,transfer,2024-05-10
11200,870,41447,debit,shopping,2024-01-10
11201,407,41784,credit,transfer,2024-06-26
11202,574,30811,debit,atm,2024-07-25
11203,46,14277,credit,salary,2024-05-05
11204,599,46070,credit,food,2024-12-01
11205,611,24670,debit,atm,2024-01-13
11206,807,35464,debit,food,2024-02-13
11207,911,47709,debit,transfer,2024-08-23
11208,53,18919,debit,shopping,2024-06-23
11209,984,31491,credit,shopping,2024-09-06
11210,704,15888,debit,atm,2024-02-24
11211,959,48751,debit,transfer,2024-06-09
11212,476,9996,debit,transfer,2024-09-28
11213,592,20659,debit,food,2024-02-17
11214,16,23665,debit,transfer,2024-10-17
11215,360,21026,debit,salary,2024-02-20
11216,487,13476,credit,shopping,2024-11-29
11217,838,21975,debit,salary,2024-04-14
11218,706,47706,debit,salary,2024-12-12
11219,502,12957,credit,food,2024-08-29
11220,141,1383,debit,transfer,2024-12-28
11221,620,15020,debit,food,2024-12-15
11222,815,347,debit,shopping,2024-10-17
11223,777,30946,debit,food,2024-12-16
11224,447,6742,debit,salary,2024-01-12
11225,290,17465,debit,food,2024-04-13
11226,209,37231,debit,transfer,2024-02-04
11227,475,46819,debit,food,2024-08-13
11228,413,18049,debit,transfer,2024-06-15
11229,677,33603,debit,salary,2024-05-07
11230,427,10951,credit,transfer,2024-12-17
11231,854,14506,credit,transfer,2024-07-22
11232,371,15028,credit,transfer,2024-10-10
11233,832,16932,debit,transfer,2024-07-29
11234,664,7634,debit,shopping,2024-01-11
11235,967,1935,debit,atm,2024-10-10
11236,290,4815,credit,shopping,2024-08-19
11237,432,33481,debit,food,2024-01-20
11238,268,22718,credit,shopping,2024-08-30
11239,151,976,credit,shopping,2024-11-09
11240,719,43635,debit,transfer,2024-10-22
11241,255,9425,debit,food,2024-09-19
11242,353,29546,debit,food,2024-12-07
11243,377,33539,debit,salary,2024-09-12
11244,653,1730,debit,transfer,2024-03-16
11245,855,33228,debit,shopping,2024-12-14
11246,358,14813,debit,salary,2024-02-04
11247,608,10684,debit,salary,2024-04-16
11248,941,4001,credit,shopping,2024-05-29
11249,370,47658,credit,food,2024-09-30
11250,227,16550,credit,transfer,2024-03-26
11251,705,27710,debit,transfer,2024-03-23
11252,303,22161,debit,shopping,2024-02-03
11253,826,15414,debit,transfer,2024-11-25
11254,389,2190,debit,atm,2024-03-23
11255,377,26952,debit,salary,2024-04-11
11256,973,22554,debit,salary,2024-01-09
11257,118,11807,debit,atm,2024-11-02
11258,5,31667,debit,transfer,2024-01-28
11259,444,33923,debit,food,2024-08-09
11260,352,32107,credit,atm,2024-10-07
11261,755,39124,credit,atm,2024-07-28
11262,533,14241,credit,salary,2024-01-26
11263,664,12846,debit,food,2024-05-26
11264,640,3447,credit,food,2024-08-06
11265,124,9461,debit,transfer,2024-12-21
11266,658,46536,debit,food,2024-03-08
11267,277,4201,credit,transfer,2024-10-31
11268,822,40375,debit,shopping,2024-01-26
11269,394,48195,credit,atm,2024-10-27
11270,664,41553,debit,atm,2024-11-18
11271,360,36047,debit,transfer,2024-04-26
11272,623,32768,debit,transfer,2024-04-09
11273,469,44903,credit,transfer,2024-05-14
11274,985,29710,debit,atm,2024-09-22
11275,628,17847,credit,transfer,2024-07-14
11276,700,15109,debit,atm,2024-05-29
11277,57,23751,debit,atm,2024-09-10
11278,251,44458,credit,salary,2024-11-04
11279,896,1156,debit,salary,2024-01-29
11280,919,33010,debit,shopping,2024-05-06
11281,150,11607,debit,shopping,2024-07-09
11282,452,21315,debit,food,2024-07-07
11283,162,27449,debit,transfer,2024-11-07
11284,120,30475,debit,atm,2024-04-30
11285,582,10176,credit,food,2024-08-23
11286,924,45105,debit,salary,2024-11-08
11287,351,35349,credit,atm,2024-02-06
11288,99,10182,debit,food,2024-09-25
11289,167,40764,debit,salary,2024-08-12
11290,810,19609,debit,shopping,2024-02-16
11291,663,7150,debit,transfer,2024-11-26
11292,838,38879,debit,transfer,2024-07-10
11293,976,48198,debit,food,2024-12-18
11294,514,11514,debit,salary,2024-03-31
11295,664,37018,debit,food,2024-12-24
11296,401,15976,debit,salary,2024-05-25
11297,365,7104,credit,salary,2024-04-27
11298,577,9298,credit,transfer,2024-06-21
11299,326,27866,credit,shopping,2024-08-24
11300,581,34088,debit,shopping,2024-08-20
11301,633,37529,credit,atm,2024-01-24
11302,621,37734,credit,salary,2024-03-26
11303,828,1897,debit,transfer,2024-02-28
11304,247,38842,credit,salary,2024-09-11
11305,434,13265,debit,atm,2024-09-15
11306,93,19355,debit,transfer,2024-03-07
11307,268,39873,debit,salary,2024-01-14
11308,615,4712,debit,shopping,2024-04-05
11309,943,25380,debit,shopping,2024-09-28
11310,963,42733,credit,atm,2024-08-04
11311,624,31628,debit,shopping,2024-07-15
11312,321,44759,debit,salary,2024-07-08
11313,923,10383,debit,atm,2024-07-05
11314,816,5053,debit,food,2024-12-16
11315,856,20798,credit,atm,2024-05-28
11316,62,39919,debit,shopping,2024-11-12
11317,300,45413,debit,transfer,2024-02-20
